oblast;raion;hromada;level;started_at;finished_at
Rivnenska oblast;;;oblast;08.06.2022 12:03;08.06.2022 12:07
Donetska oblast;;;oblast;08.06.2022 12:54;08.06.2022 13:35
Donetska oblast;;;oblast;08.06.2022 14:39;08.06.2022 14:47
Donetska oblast;;;oblast;08.06.2022 15:11;08.06.2022 15:45
Donetska oblast;;;oblast;08.06.2022 16:42;08.06.2022 17:54
Zaporizka oblast;;;oblast;08.06.2022 16:51;08.06.2022 17:54
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;08.06.2022 16:53;08.06.2022 18:01
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;08.06.2022 16:53;08.06.2022 17:57
Dnipropetrovska oblast;;;oblast;08.06.2022 16:53;08.06.2022 17:53
Poltavska oblast;;;oblast;08.06.2022 16:53;08.06.2022 17:54
Odeska oblast;;;oblast;08.06.2022 16:53;08.06.2022 17:59
Kharkivska oblast;;;oblast;08.06.2022 16:53;08.06.2022 17:54
Mykolaivska oblast;;;oblast;08.06.2022 16:54;08.06.2022 17:54
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;08.06.2022 16:55;08.06.2022 18:29
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;08.06.2022 16:55;08.06.2022 17:57
Sumska oblast;;;oblast;08.06.2022 17:01;08.06.2022 17:58
Vinnytska oblast;;;oblast;08.06.2022 17:22;08.06.2022 18:10
Kyiv;;;oblast;08.06.2022 17:22;08.06.2022 18:10
Zhytomyrska oblast;;;oblast;08.06.2022 17:23;08.06.2022 18:11
Cherkaska oblast;;;oblast;08.06.2022 17:23;08.06.2022 18:12
Kirovohradska oblast;;;oblast;08.06.2022 17:23;08.06.2022 18:11
Chernihivska oblast;;;oblast;08.06.2022 17:24;08.06.2022 18:11
Kyivska oblast;;;oblast;08.06.2022 17:24;08.06.2022 18:12
Khmelnytska oblast;;;oblast;08.06.2022 17:52;08.06.2022 18:28
Volynska oblast;;;oblast;08.06.2022 17:52;08.06.2022 18:29
Ivano-Frankivska oblast;;;oblast;08.06.2022 17:53;08.06.2022 18:29
Lvivska oblast;;;oblast;08.06.2022 17:53;08.06.2022 18:30
Rivnenska oblast;;;oblast;08.06.2022 17:53;08.06.2022 18:29
Chernivetska oblast;;;oblast;08.06.2022 17:54;08.06.2022 18:30
Zakarpatska oblast;;;oblast;08.06.2022 17:54;08.06.2022 18:29
Ternopilska oblast;;;oblast;08.06.2022 17:56;08.06.2022 18:32
Kharkivska oblast;;;oblast;09.06.2022 0:02;09.06.2022 8:39
Vinnytska oblast;;;oblast;09.06.2022 1:41;09.06.2022 2:30
Cherkaska oblast;;;oblast;09.06.2022 1:42;09.06.2022 2:35
Zhytomyrska oblast;;;oblast;09.06.2022 1:42;09.06.2022 2:35
Kirovohradska oblast;;;oblast;09.06.2022 1:43;09.06.2022 2:36
Kyiv;;;oblast;09.06.2022 1:43;09.06.2022 2:35
Volynska oblast;;;oblast;09.06.2022 1:43;09.06.2022 2:35
Khmelnytska oblast;;;oblast;09.06.2022 1:43;09.06.2022 2:36
Kyivska oblast;;;oblast;09.06.2022 1:44;09.06.2022 2:37
Lvivska oblast;;;oblast;09.06.2022 1:44;09.06.2022 2:37
Zakarpatska oblast;;;oblast;09.06.2022 1:44;09.06.2022 2:37
Chernivetska oblast;;;oblast;09.06.2022 1:45;09.06.2022 2:38
Rivnenska oblast;;;oblast;09.06.2022 1:45;09.06.2022 2:34
Ivano-Frankivska oblast;;;oblast;09.06.2022 1:46;09.06.2022 2:35
Ternopilska oblast;;;oblast;09.06.2022 1:47;09.06.2022 2:37
Chernihivska oblast;;;oblast;09.06.2022 1:47;09.06.2022 2:36
Zaporizka oblast;;;oblast;09.06.2022 7:42;09.06.2022 8:03
Dnipropetrovska oblast;;;oblast;09.06.2022 7:42;09.06.2022 8:02
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;09.06.2022 7:43;09.06.2022 8:02
Cherkaska oblast;;;oblast;09.06.2022 7:44;09.06.2022 8:02
Kirovohradska oblast;;;oblast;09.06.2022 7:45;09.06.2022 8:03
Mykolaivska oblast;;;oblast;09.06.2022 7:47;09.06.2022 8:05
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;09.06.2022 7:48;09.06.2022 8:05
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;09.06.2022 7:49;09.06.2022 8:08
Donetska oblast;;;oblast;09.06.2022 8:12;09.06.2022 9:34
Chernihivska oblast;;;oblast;09.06.2022 8:34;09.06.2022 9:01
Kharkivska oblast;;;oblast;09.06.2022 9:04;09.06.2022 9:32
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;09.06.2022 9:09;09.06.2022 10:04
Dnipropetrovska oblast;;;oblast;09.06.2022 9:09;09.06.2022 9:32
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;09.06.2022 9:10;09.06.2022 9:32
Zaporizka oblast;;;oblast;09.06.2022 9:10;09.06.2022 9:33
Odeska oblast;;;oblast;09.06.2022 9:10;09.06.2022 9:35
Cherkaska oblast;;;oblast;09.06.2022 9:11;09.06.2022 9:32
Kirovohradska oblast;;;oblast;09.06.2022 9:11;09.06.2022 9:32
Mykolaivska oblast;Voznesenskyi raion;m. Yuzhnoukrainsk ta Yuzhnoukrainska terytorialna hromada;hromada;09.06.2022 9:12;09.06.2022 9:35
Mykolaivska oblast;;;oblast;09.06.2022 9:14;09.06.2022 9:35
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;09.06.2022 9:18;09.06.2022 10:16
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;09.06.2022 9:18;09.06.2022 10:17
Donetska oblast;Bakhmutskyi raion;;raion;09.06.2022 9:40;09.06.2022 10:02
Donetska oblast;Kramatorskyi raion;;raion;09.06.2022 11:14;09.06.2022 11:55
Kharkivska oblast;;;oblast;09.06.2022 11:33;09.06.2022 12:00
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;09.06.2022 13:58;09.06.2022 14:18
Zaporizka oblast;;;oblast;09.06.2022 14:15;09.06.2022 14:39
Vinnytska oblast;Tulchynskyi raion;;raion;09.06.2022 14:15;09.06.2022 14:38
Kyiv;;;oblast;09.06.2022 14:16;09.06.2022 15:23
Dnipropetrovska oblast;;;oblast;09.06.2022 14:16;09.06.2022 14:37
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;09.06.2022 14:16;09.06.2022 14:43
Donetska oblast;;;oblast;09.06.2022 14:17;09.06.2022 15:24
Vinnytska oblast;;;oblast;09.06.2022 14:17;09.06.2022 14:38
Zhytomyrska oblast;;;oblast;09.06.2022 14:17;09.06.2022 15:24
Vinnytska oblast;Mohyliv-Podilskyi raion;;raion;09.06.2022 14:17;09.06.2022 14:38
Vinnytska oblast;Khmilnytskyi raion;;raion;09.06.2022 14:17;09.06.2022 14:39
Vinnytska oblast;Zhmerynskyi raion;;raion;09.06.2022 14:17;09.06.2022 14:39
Vinnytska oblast;Vinnytskyi raion;;raion;09.06.2022 14:17;09.06.2022 14:39
Vinnytska oblast;Haisynskyi raion;;raion;09.06.2022 14:18;09.06.2022 14:39
Poltavska oblast;;;oblast;09.06.2022 14:18;09.06.2022 14:39
Kirovohradska oblast;;;oblast;09.06.2022 14:18;09.06.2022 15:25
Cherkaska oblast;;;oblast;09.06.2022 14:19;09.06.2022 15:24
Chernihivska oblast;;;oblast;09.06.2022 14:19;09.06.2022 15:25
Kharkivska oblast;;;oblast;09.06.2022 14:21;09.06.2022 15:23
Sumska oblast;;;oblast;09.06.2022 14:21;09.06.2022 15:27
Poltavska oblast;;;oblast;09.06.2022 14:46;09.06.2022 15:24
Kharkivska oblast;Kharkivskyi raion;;raion;09.06.2022 14:46;09.06.2022 15:23
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;09.06.2022 14:47;09.06.2022 15:23
Dnipropetrovska oblast;;;oblast;09.06.2022 14:47;09.06.2022 15:22
Zaporizka oblast;;;oblast;09.06.2022 14:48;09.06.2022 15:25
Kharkivska oblast;;;oblast;09.06.2022 15:26;09.06.2022 16:26
Donetska oblast;;;oblast;09.06.2022 19:59;09.06.2022 20:41
Kharkivska oblast;;;oblast;09.06.2022 20:40;09.06.2022 20:52
Kharkivska oblast;;;oblast;10.06.2022 0:32;10.06.2022 1:08
Kharkivska oblast;;;oblast;10.06.2022 3:22;10.06.2022 5:01
Donetska oblast;;;oblast;10.06.2022 3:24;10.06.2022 5:32
Zaporizka oblast;;;oblast;10.06.2022 3:35;10.06.2022 5:03
Poltavska oblast;;;oblast;10.06.2022 3:35;10.06.2022 5:03
Dnipropetrovska oblast;;;oblast;10.06.2022 3:35;10.06.2022 5:02
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;10.06.2022 3:36;10.06.2022 5:02
Kharkivska oblast;Kharkivskyi raion;;raion;10.06.2022 3:36;10.06.2022 5:01
Sumska oblast;;;oblast;10.06.2022 3:41;10.06.2022 5:39
Mykolaivska oblast;;;oblast;10.06.2022 4:31;10.06.2022 5:00
Odeska oblast;;;oblast;10.06.2022 4:32;10.06.2022 5:02
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;10.06.2022 4:32;10.06.2022 5:00
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;10.06.2022 4:32;10.06.2022 5:01
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;10.06.2022 4:33;10.06.2022 5:02
Cherkaska oblast;;;oblast;10.06.2022 4:45;10.06.2022 5:02
Kirovohradska oblast;;;oblast;10.06.2022 4:47;10.06.2022 5:03
Dnipropetrovska oblast;;;oblast;10.06.2022 8:59;10.06.2022 9:18
Zaporizka oblast;;;oblast;10.06.2022 8:59;10.06.2022 9:19
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;10.06.2022 9:00;10.06.2022 9:19
Donetska oblast;Kramatorskyi raion;;raion;10.06.2022 10:08;10.06.2022 10:34
Donetska oblast;Bakhmutskyi raion;;raion;10.06.2022 10:08;10.06.2022 10:34
Donetska oblast;;;oblast;10.06.2022 10:10;10.06.2022 10:34
Kharkivska oblast;;;oblast;10.06.2022 10:20;10.06.2022 11:02
Donetska oblast;;;oblast;10.06.2022 13:06;10.06.2022 14:02
Kharkivska oblast;;;oblast;10.06.2022 13:55;10.06.2022 14:22
Donetska oblast;;;oblast;10.06.2022 15:35;10.06.2022 16:39
Kharkivska oblast;;;oblast;10.06.2022 15:35;10.06.2022 16:34
Donetska oblast;Bakhmutskyi raion;;raion;10.06.2022 19:52;10.06.2022 20:16
Kyiv;;;oblast;10.06.2022 21:54;10.06.2022 22:09
Chernihivska oblast;;;oblast;10.06.2022 21:55;10.06.2022 22:11
Kyivska oblast;;;oblast;10.06.2022 21:56;10.06.2022 22:10
Kyiv;;;oblast;10.06.2022 22:19;10.06.2022 22:42
Chernihivska oblast;;;oblast;10.06.2022 22:19;10.06.2022 22:41
Zhytomyrska oblast;;;oblast;10.06.2022 22:21;10.06.2022 22:41
Kyivska oblast;;;oblast;10.06.2022 22:22;10.06.2022 22:41
Kharkivska oblast;;;oblast;11.06.2022 1:01;11.06.2022 1:24
Donetska oblast;;;oblast;11.06.2022 10:09;11.06.2022 10:14
Zaporizka oblast;;;oblast;11.06.2022 10:18;11.06.2022 10:32
Donetska oblast;;;oblast;11.06.2022 10:26;11.06.2022 11:22
Kharkivska oblast;;;oblast;11.06.2022 10:28;11.06.2022 11:21
Dnipropetrovska oblast;;;oblast;11.06.2022 11:30;11.06.2022 11:40
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;11.06.2022 11:30;11.06.2022 11:41
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;11.06.2022 12:07;11.06.2022 12:24
Kharkivska oblast;;;oblast;11.06.2022 12:28;11.06.2022 12:59
Zaporizka oblast;;;oblast;11.06.2022 12:29;11.06.2022 12:59
Donetska oblast;;;oblast;11.06.2022 13:50;11.06.2022 13:57
Donetska oblast;Kramatorskyi raion;;raion;11.06.2022 15:32;11.06.2022 15:37
Donetska oblast;;;oblast;11.06.2022 15:33;11.06.2022 15:37
Dnipropetrovska oblast;;;oblast;11.06.2022 21:17;11.06.2022 21:38
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;11.06.2022 21:18;11.06.2022 21:39
Kharkivska oblast;;;oblast;11.06.2022 21:19;11.06.2022 21:39
Cherkaska oblast;;;oblast;11.06.2022 21:19;11.06.2022 21:45
Zaporizka oblast;;;oblast;11.06.2022 21:19;11.06.2022 21:47
Kirovohradska oblast;;;oblast;11.06.2022 21:21;11.06.2022 21:46
Poltavska oblast;;;oblast;11.06.2022 21:23;11.06.2022 21:45
Sumska oblast;;;oblast;11.06.2022 21:25;11.06.2022 21:57
Kharkivska oblast;Kharkivskyi raion;;raion;11.06.2022 21:33;11.06.2022 21:39
Donetska oblast;;;oblast;11.06.2022 21:34;11.06.2022 21:51
Mykolaivska oblast;;;oblast;11.06.2022 21:59;11.06.2022 22:36
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;11.06.2022 22:00;11.06.2022 22:36
Kyiv;;;oblast;11.06.2022 22:02;11.06.2022 23:14
Cherkaska oblast;;;oblast;11.06.2022 22:02;11.06.2022 23:15
Zhytomyrska oblast;;;oblast;11.06.2022 22:02;11.06.2022 23:15
Kyivska oblast;;;oblast;11.06.2022 22:02;11.06.2022 23:15
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;11.06.2022 22:02;11.06.2022 22:39
Kirovohradska oblast;;;oblast;11.06.2022 22:03;11.06.2022 23:16
Vinnytska oblast;;;oblast;11.06.2022 22:03;11.06.2022 23:16
Chernihivska oblast;;;oblast;11.06.2022 22:05;11.06.2022 23:17
Odeska oblast;;;oblast;11.06.2022 22:07;11.06.2022 22:29
Khmelnytska oblast;;;oblast;11.06.2022 22:17;11.06.2022 23:27
Volynska oblast;;;oblast;11.06.2022 22:18;11.06.2022 23:28
Ivano-Frankivska oblast;;;oblast;11.06.2022 22:18;11.06.2022 23:28
Lvivska oblast;;;oblast;11.06.2022 22:19;11.06.2022 23:28
Zakarpatska oblast;;;oblast;11.06.2022 22:19;11.06.2022 23:28
Chernivetska oblast;;;oblast;11.06.2022 22:19;11.06.2022 23:30
Ternopilska oblast;;;oblast;11.06.2022 22:21;11.06.2022 23:36
Rivnenska oblast;;;oblast;11.06.2022 22:22;11.06.2022 23:28
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;11.06.2022 22:59;11.06.2022 23:36
Odeska oblast;;;oblast;11.06.2022 22:59;11.06.2022 23:29
Mykolaivska oblast;;;oblast;11.06.2022 23:00;11.06.2022 23:35
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;11.06.2022 23:01;11.06.2022 23:32
Kharkivska oblast;;;oblast;11.06.2022 23:02;12.06.2022 0:06
Donetska oblast;;;oblast;11.06.2022 23:53;12.06.2022 1:48
Kharkivska oblast;;;oblast;12.06.2022 0:51;12.06.2022 1:48
Dnipropetrovska oblast;;;oblast;12.06.2022 0:52;12.06.2022 1:48
Poltavska oblast;;;oblast;12.06.2022 0:52;12.06.2022 1:48
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;12.06.2022 0:52;12.06.2022 1:49
Zaporizka oblast;;;oblast;12.06.2022 0:52;12.06.2022 1:50
Odeska oblast;;;oblast;12.06.2022 0:53;12.06.2022 1:25
Mykolaivska oblast;;;oblast;12.06.2022 0:53;12.06.2022 1:29
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;12.06.2022 0:53;12.06.2022 1:46
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;12.06.2022 0:56;12.06.2022 1:28
Sumska oblast;;;oblast;12.06.2022 0:57;12.06.2022 2:01
Cherkaska oblast;;;oblast;12.06.2022 1:04;12.06.2022 1:24
Kirovohradska oblast;;;oblast;12.06.2022 1:05;12.06.2022 1:25
Donetska oblast;Pokrovskyi raion;;raion;12.06.2022 1:13;12.06.2022 1:48
Sumska oblast;;;oblast;12.06.2022 7:03;12.06.2022 7:32
Donetska oblast;Bakhmutskyi raion;;raion;12.06.2022 8:26;12.06.2022 10:11
Poltavska oblast;;;oblast;12.06.2022 8:30;12.06.2022 9:01
Kharkivska oblast;;;oblast;12.06.2022 8:31;12.06.2022 9:01
Donetska oblast;;;oblast;12.06.2022 11:31;12.06.2022 11:58
Poltavska oblast;;;oblast;12.06.2022 11:40;12.06.2022 12:16
Chernihivska oblast;;;oblast;12.06.2022 11:40;12.06.2022 12:17
Sumska oblast;;;oblast;12.06.2022 11:46;12.06.2022 12:28
Donetska oblast;;;oblast;12.06.2022 12:18;12.06.2022 13:05
Donetska oblast;;;oblast;12.06.2022 13:58;12.06.2022 14:14
Donetska oblast;;;oblast;12.06.2022 15:00;12.06.2022 15:16
Kharkivska oblast;;;oblast;13.06.2022 0:02;13.06.2022 1:26
Dnipropetrovska oblast;;;oblast;13.06.2022 0:07;13.06.2022 1:27
Donetska oblast;;;oblast;13.06.2022 0:07;13.06.2022 1:27
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;13.06.2022 0:07;13.06.2022 1:28
Poltavska oblast;;;oblast;13.06.2022 0:07;13.06.2022 1:26
Zaporizka oblast;;;oblast;13.06.2022 0:08;13.06.2022 1:27
Sumska oblast;;;oblast;13.06.2022 0:12;13.06.2022 1:31
Kyiv;;;oblast;13.06.2022 0:23;13.06.2022 0:54
Vinnytska oblast;;;oblast;13.06.2022 0:24;13.06.2022 0:32
Cherkaska oblast;;;oblast;13.06.2022 0:24;13.06.2022 0:36
Chernihivska oblast;;;oblast;13.06.2022 0:25;13.06.2022 0:35
Zhytomyrska oblast;;;oblast;13.06.2022 0:25;13.06.2022 0:35
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;13.06.2022 0:25;13.06.2022 0:42
Kirovohradska oblast;;;oblast;13.06.2022 0:25;13.06.2022 0:36
Kyivska oblast;;;oblast;13.06.2022 0:25;13.06.2022 0:36
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;13.06.2022 0:27;13.06.2022 0:34
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;13.06.2022 0:27;13.06.2022 0:34
Odeska oblast;;;oblast;13.06.2022 0:27;13.06.2022 0:34
Mykolaivska oblast;;;oblast;13.06.2022 0:27;13.06.2022 1:11
Cherkaska oblast;;;oblast;13.06.2022 0:50;13.06.2022 1:09
Kirovohradska oblast;;;oblast;13.06.2022 0:51;13.06.2022 1:09
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;13.06.2022 0:52;13.06.2022 1:08
Odeska oblast;;;oblast;13.06.2022 0:52;13.06.2022 1:11
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;13.06.2022 0:52;13.06.2022 1:09
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;13.06.2022 0:53;13.06.2022 7:02
Donetska oblast;;;oblast;13.06.2022 9:25;13.06.2022 10:15
Zaporizka oblast;;;oblast;13.06.2022 9:55;13.06.2022 10:02
Donetska oblast;;;oblast;13.06.2022 12:43;13.06.2022 13:36
Zaporizka oblast;;;oblast;13.06.2022 13:39;13.06.2022 14:48
Kharkivska oblast;;;oblast;13.06.2022 13:41;13.06.2022 14:48
Poltavska oblast;;;oblast;13.06.2022 13:42;13.06.2022 14:48
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;13.06.2022 13:43;13.06.2022 14:47
Cherkaska oblast;;;oblast;13.06.2022 13:43;13.06.2022 14:48
Kirovohradska oblast;;;oblast;13.06.2022 13:44;13.06.2022 14:48
Sumska oblast;;;oblast;13.06.2022 13:44;13.06.2022 14:51
Dnipropetrovska oblast;;;oblast;13.06.2022 13:53;13.06.2022 14:47
Kyiv;;;oblast;13.06.2022 13:56;13.06.2022 14:47
Zhytomyrska oblast;;;oblast;13.06.2022 13:57;13.06.2022 14:48
Kyivska oblast;;;oblast;13.06.2022 13:58;13.06.2022 14:48
Vinnytska oblast;;;oblast;13.06.2022 13:59;13.06.2022 14:46
Chernihivska oblast;;;oblast;13.06.2022 13:59;13.06.2022 14:50
Donetska oblast;Kramatorskyi raion;;raion;13.06.2022 14:19;13.06.2022 14:49
Donetska oblast;;;oblast;13.06.2022 14:21;13.06.2022 14:50
Donetska oblast;;;oblast;13.06.2022 15:43;13.06.2022 16:10
Mykolaivska oblast;;;oblast;13.06.2022 21:56;13.06.2022 22:40
Odeska oblast;;;oblast;13.06.2022 21:56;13.06.2022 22:40
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;13.06.2022 21:58;13.06.2022 22:43
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;13.06.2022 22:10;13.06.2022 22:45
Poltavska oblast;;;oblast;13.06.2022 22:35;13.06.2022 23:11
Kharkivska oblast;;;oblast;13.06.2022 22:36;13.06.2022 23:11
Sumska oblast;;;oblast;13.06.2022 22:40;13.06.2022 23:15
Kharkivska oblast;;;oblast;14.06.2022 0:08;14.06.2022 2:03
Zaporizka oblast;;;oblast;14.06.2022 0:09;14.06.2022 2:04
Donetska oblast;Kramatorskyi raion;;raion;14.06.2022 0:09;14.06.2022 2:07
Donetska oblast;;;oblast;14.06.2022 0:11;14.06.2022 2:07
Sumska oblast;;;oblast;14.06.2022 0:12;14.06.2022 2:06
Dnipropetrovska oblast;;;oblast;14.06.2022 0:43;14.06.2022 2:03
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;14.06.2022 0:44;14.06.2022 1:36
Poltavska oblast;;;oblast;14.06.2022 0:44;14.06.2022 2:04
Cherkaska oblast;;;oblast;14.06.2022 0:44;14.06.2022 1:38
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;14.06.2022 0:44;14.06.2022 2:04
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;14.06.2022 0:45;14.06.2022 1:34
Kirovohradska oblast;;;oblast;14.06.2022 0:45;14.06.2022 1:39
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;14.06.2022 0:45;14.06.2022 1:40
Odeska oblast;;;oblast;14.06.2022 0:47;14.06.2022 1:35
Mykolaivska oblast;;;oblast;14.06.2022 0:49;14.06.2022 1:39
Khmelnytska oblast;;;oblast;14.06.2022 0:53;14.06.2022 1:38
Ivano-Frankivska oblast;;;oblast;14.06.2022 0:54;14.06.2022 1:39
Chernihivska oblast;;;oblast;14.06.2022 0:54;14.06.2022 1:39
Vinnytska oblast;;;oblast;14.06.2022 0:56;14.06.2022 1:34
Chernivetska oblast;;;oblast;14.06.2022 1:01;14.06.2022 1:41
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;14.06.2022 3:15;14.06.2022 3:46
Zaporizka oblast;;;oblast;14.06.2022 6:20;14.06.2022 6:54
Donetska oblast;;;oblast;14.06.2022 6:23;14.06.2022 6:51
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;14.06.2022 6:26;14.06.2022 6:26
Donetska oblast;Bakhmutskyi raion;;raion;14.06.2022 7:59;14.06.2022 8:48
Mykolaivska oblast;;;oblast;14.06.2022 8:04;14.06.2022 8:41
Odeska oblast;;;oblast;14.06.2022 8:04;14.06.2022 8:37
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;14.06.2022 8:06;14.06.2022 8:42
Donetska oblast;Kramatorskyi raion;;raion;14.06.2022 8:24;14.06.2022 8:48
Donetska oblast;Pokrovskyi raion;;raion;14.06.2022 8:24;14.06.2022 8:48
Donetska oblast;Volnovaskyi raion;;raion;14.06.2022 8:25;14.06.2022 8:48
Zaporizka oblast;;;oblast;14.06.2022 9:22;14.06.2022 9:41
Donetska oblast;Kramatorskyi raion;;raion;14.06.2022 9:35;14.06.2022 9:48
Donetska oblast;;;oblast;14.06.2022 9:36;14.06.2022 9:48
Odeska oblast;;;oblast;14.06.2022 9:59;14.06.2022 10:58
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;14.06.2022 10:00;14.06.2022 11:06
Dnipropetrovska oblast;;;oblast;14.06.2022 10:00;14.06.2022 11:01
Zaporizka oblast;;;oblast;14.06.2022 10:00;14.06.2022 11:03
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;14.06.2022 10:00;14.06.2022 11:02
Mykolaivska oblast;Pervomaiskyi raion;Arbuzynska terytorialna hromada;hromada;14.06.2022 10:01;14.06.2022 11:03
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;14.06.2022 10:04;14.06.2022 11:01
Kharkivska oblast;;;oblast;14.06.2022 10:09;14.06.2022 11:43
Donetska oblast;;;oblast;14.06.2022 10:11;14.06.2022 11:48
Mykolaivska oblast;;;oblast;14.06.2022 10:14;14.06.2022 11:06
Zhytomyrska oblast;;;oblast;14.06.2022 10:24;14.06.2022 11:00
Cherkaska oblast;;;oblast;14.06.2022 10:24;14.06.2022 11:01
Vinnytska oblast;;;oblast;14.06.2022 10:24;14.06.2022 11:02
Kyiv;;;oblast;14.06.2022 10:25;14.06.2022 11:00
Kirovohradska oblast;;;oblast;14.06.2022 10:25;14.06.2022 11:01
Chernihivska oblast;;;oblast;14.06.2022 10:26;14.06.2022 11:01
Kyivska oblast;;;oblast;14.06.2022 10:26;14.06.2022 11:01
Poltavska oblast;;;oblast;14.06.2022 10:27;14.06.2022 11:00
Sumska oblast;;;oblast;14.06.2022 10:28;14.06.2022 11:02
Kharkivska oblast;Kharkivskyi raion;;raion;14.06.2022 10:28;14.06.2022 11:01
Dnipropetrovska oblast;;;oblast;14.06.2022 11:26;14.06.2022 11:42
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;14.06.2022 11:26;14.06.2022 11:42
Kyiv;;;oblast;14.06.2022 13:27;14.06.2022 14:51
Zaporizka oblast;;;oblast;14.06.2022 13:27;14.06.2022 14:55
